title,description,url
CORE Response: Community Organized Relief Effort,"From disaster to development, CORE goes where help is most needed, bringing relief to communities facing the realities of both natural & man made disasters.",https://www.coreresponse.org/
"Dublin, CA Weather - coronavirus (covid-19)","LocationConfirmed CasesCases per 1,000 peopleDeathsWorldwide449,348,10658.216,010,363United States of America78,647,682237.6954,913India42,980,06731.14515,459View 219 more rows",https://weather.com/coronavirus/l/Dublin+CA?canonicalCityId=7b8e90229d778a1ec17f569e8e4de9b54c1ab92b976f1d55cbdd54d8164054ed
Live & Smile Dental & Orthodontics | Dentist Orthodontist ...,"Live & Smile Dental & Orthodontics is your Dublin, San Ramon, and Pleasanton, CA dentist and orthodontist, providing quality dental and ...",https://www.liveandsmiledental.com/
"CVS Walk-In Clinics near Dublin, California - MinuteClinic","View walk in clinic locations near Dublin, CA. Find services at 40% less the average cost of urgent care, medical clinic hours, directions, and more.",https://www.cvs.com/minuteclinic/clinic-locator/ca/dublin/
Alameda County Emergency Rental Assistance Program Now ...,"Alameda County Emergency Rental Assistance Program Now Open - Dublin, CA - Very low- to low-income families financially impacted by the ...",https://patch.com/california/dublin/alameda-county-emergency-rental-assistance-program-now-open
Dublin | Alameda County Library,"Dublin. Closed until 10:00am tomorrow ... Dublin, CA 94568 ... Pick up the monthly checklists at our Dublin and Union City Libraries.",https://aclibrary.org/locations/dub/
Congressman Eric Swalwell | Representing the 15th District of ...,"I want Congress to do more to help Americans with student loan debt. ... WASHINGTON, DC - Today Representatives Eric Swalwell (D-CA) and Joe Courtney (D-CT) ...",https://swalwell.house.gov/
"Sell or Trade Your Vehicle in Dublin, CA",Trade your car in Dublin CA at Genesis of Dublin. Get cash today or use it as a down payment on a different car.,https://www.dublingenesis.com/value-your-trade-in-dublin-ca
"Dublin, California Branch - Planet Home Lending","... Suite 150 in Dublin, California 94568 branch has a loan program that can help get you ... Dublin, CA 94568 ... We proudly serve Dublin, California with:.",https://planethomelending.com/mortgage-loan-officers/california/dublin/
"Find a Dublin, CA Mortgage Loan Officer","Looking for Dublin, CA mortgage loan officers? Find local Bank of America lending specialists in your area with our mortgage loan officer locator.",https://mortgage.bankofamerica.com/locator/california-mortgage-lender-rates/dublin
Dublin Car Loan & Lease Options,"Finance your new or used car from Dublin Volkswagen, with a low-interest car loan from our Dublin car dealership. We provide auto loans and leases ...",https://www.dublinvolkswagen.com/financing/index.htm
These Dublin Companies Got The Biggest PPP Loans - Patch,"DUBLIN, CA — More than 100 Dublin companies were among the 87,000 California businesses and non-profits that received loans from the federal ...",https://patch.com/california/dublin/these-dublin-companies-got-biggest-ppp-loans
"dublin, ca business news - Thrifty Office Furniture",Dublin Chamber Of Commerce: California Small Business Grants To Kick Start A Strong 2022 See the latest announcement from the Dublin Chamber of Commerce. Order ...,http://thriftyofficefurniture.com/blog/wp-content/0ck9f/dublin%2C-ca-business-news.html
"dublin, ca business news - Kệ Standee Giá Rẻ","Search our Dublin, California Notary Business database and connect with the best ... Economic Development via email, economic.development@dublin.ca.gov, ...",https://kestandee.com/d50ntxy/dublin%2C-ca-business-news.html
"dublin, ca business news","MISC BUSS/RETAIL SALES/SVCS. For more information or assistance, please contact Economic Development via email, economic.development@dublin.ca.gov, or phone: ( ...",https://kge-trade.ir/dbcny/dublin%2C-ca-business-news.html
"Dublin, CA Marketplace - Patch","Dublin Local Marketplace. Local Businesses. + List My Business ... Honor Your Emotions, Inc. Minority Owned Therapist In California ...",https://patch.com/california/dublin/marketplace
"AmeriHealth Caritas | Medicaid, CHIP, and Medicare Plans","AmeriHealth Caritas is a different kind of health care company. Our goal is to provide responsible managed care solutions, including Medicaid, Medicare, ...",https://www.amerihealthcaritas.com/
DUBLIN HUMAN SERVICES COMMISSION - cloudfront.net,MEETING PROCEDURE DURING CORONAVIRUS (COVID-19) OUTBREAK. • In keeping with the guidelines provided by the State of California and Alameda ...,https://d3n9y02raazwpg.cloudfront.net/dublin/16b6db6a-6c93-11eb-920e-0050569183fa-d28a9796-f757-4781-aed3-a14d74e577ea-1616458998.pdf
"Two years into COVID, was $800B payroll aid plan worth it?","More of the loans went through community and minority-owned ... There were 6 million businesses with fewer than 20 employees that got loans, ...",https://statesville.com/lifestyles/health-med-fit/two-years-into-covid-was-800b-payroll-aid-plan-worth-it/article_f19923c1-3828-5e1b-a9cf-0a8c810aa4e8.html
Janitorial & Facility Maintenance Services | FS Facility Services,Businesses trust Flagship Facility Services to make their facilities better by providing Janitorial & Facility Maintenance Services.,https://flagshipinc.com/
Message from Assessor La - Alameda County Assessor,the on-going COVID-19 pandemic. ... available to assist property/business owners and constituents. ... (https://www.dublin.ca.gov/1145/Splatter).,https://www.acassessor.org/wp-content/uploads/2021/09/SEPTEMBER-2021-Newsletter-final.pdf
Directions to Dublin Hyundai,"We're conveniently located at 6015 Scarlett Court, Dublin, CA, 94568 and we're always happy to see you. Home. New Inventory Search.",https://www.dublinhyundai.com/dealership/directions.htm
"New 2021 & 2022 Hyundai Elantra, Santa Fe, Sonata, Tucson ...","Shop and get quotes in the Dublin area for a new Hyundai Elantra, Santa Fe, Sonata, Tucson or Kona, by browsing our Hyundai dealership's searchable online ...",https://www.dublinhyundai.com/new-inventory/index.htm
Dublin Planning Commission Extends Permits for Outdoor ...,"DUBLIN — In an effort to assist local businesses and service-oriented ... Based upon the success of the COVID-19 Relief TUP program, ...",https://www.independentnews.com/news/dublin-planning-commission-extends-permits-for-outdoor-amenities/article_169b46fa-277a-11ec-81af-070fb051fb79.html
Dublin Medical Offices and Cancer Center | Kaiser Permanente,"See full profile of Dublin Medical Offices and Cancer Center, Dublin, CA for phone number, hours, departments and services.",https://healthy.kaiserpermanente.org/northern-california/facilities/dublin-medical-offices-and-cancer-center-339079
Dublin San Ramon Services District | Home,"Dublin San Ramon Services District provides water, wastewater, and recycled water services in Dublin, San Ramon, and Pleasanton, California.",https://www.dsrsd.com/
"Recovery Boost Grant Background | Dublin, CA - Official Website","The Recovery Boost Grant Program provided a grant of up to $10,000 to reimburse an eligible small business for expenses incurred related to the COVID-19 ...",https://dublin.ca.gov/2359/Recovery-Boost-Grant-Background
Allocation for Metropolitan Cities,"Dublin city. $7,088,512.00. California. Eastvale city. $7,360,219.00. California. El Cajon. $30,399,751.00. California. El Centro. $14,095,734.00.",https://home.treasury.gov/system/files/136/fiscalrecoveryfunds-metrocitiesfunding1-508A.pdf
DUBLIN CITY COUNCIL,"Dublin City Council Regular Meeting Agenda ... Dublin, CA 94568 ... A to the Resolution - Coronavirus Local Fiscal Recovery Funds Budget.",https://dublin.granicus.com/AgendaViewer.php?view_id=1&event_id=24
"City of Dublin, California on Twitter: ""The City's most recent ...",The City's most recent COVID-19 Business News Update includes ... Verizon Small Business Recovery Fund; Summer Camps for children of ...,https://twitter.com/dublinpio/status/1263190393841205251
COVID-19 Vaccine & Booster Shot Appointments - Kaiser ...,"Make a COVID-19 vaccine or booster appointment. We're vaccinating people 5 and older. If you have a caregiver account for a member who's 5 to 17, ...",https://healthy.kaiserpermanente.org/northern-california/health-wellness/coronavirus-information/covid-vaccine
Health & Safety Is Our Priority Against COVID-19 - Dublin ...,CDC UPDATES ON COVID-19. We're Open For Service and Ready to Help ... Dublin Chevrolet is still open for business and we want you to know that you can take ...,https://www.dublinchevrolet.com/coronavirus
Dublin's Black- And Brown-Owned Local Business Guide - Patch,"DUBLIN, CA — The coronavirus pandemic has significantly impacted business across the spectrum, but Black- and brown-owned businesses have been ...",https://patch.com/california/dublin/support-dublins-black-brown-owned-businesses
Chaperone/Volunteer Guidelines - COVID - Dublin Unified ...,All chaperones must be fully vaccinated and have provided a negative result of a COVID test taken no more than 48 hours prior to travel · All eligible students ...,https://www.dublin.k12.ca.us/apps/pages/index.jsp?uREC_ID=500525&type=d&termREC_ID=&pREC_ID=978673
AbbVie | Pharmaceutical Research & Development,"AbbVie pharmaceuticals combines advanced science with expertise to make strides in drug and treatment discovery, making a remarkable impact on people's ...",https://www.abbvie.com/
Avalon Dublin Station | AvalonBay Communities,"Picture living life effortlessly in our luxurious Avalon Dublin Station apartments. We believe elevating where you live ... Dublin, CA 94568 (925) 248-3704.",https://www.avaloncommunities.com/california/dublin-apartments/avalon-dublin-station
Black Angus Steakhouse,"Black Angus in Ontario, CA. We've Been Mastering Our Craft Since 1964, so you could say we know a thing or two. Our cuts are aged at least 21 days, ...",https://www.blackangus.com/
Welcome to Jacobs | Jacobs,"At Jacobs, we make the world smarter, more connected and more sustainable. Together, we're pushing the limits of what's possible. We stay ahead to create ...",http://www.jacobs.com/
California Acceptance Agents - Internal Revenue Service,"Acceptance Agents - California. ... d/b/a One Stop Tax Service & Professional Help, 9425 Artesia Boulevard Bellflower, CA 90706 ... Dublin, CA 94568",https://www.irs.gov/individuals/international-taxpayers/acceptance-agents-california
Tetra Tech: Consulting and Engineering Firm,"Tetra Tech is a leading provider of consulting, engineering, program management, construction management and technical services worldwide.",https://www.tetratech.com/
City of Cerritos | Home Page,"The City of Cerritos website offers general services and information to residents, businesses, and visitors.",http://www.cerritos.us/
Rialto Cinemas® Cerrito,"Out of an abundance of caution, Rialto Cinemas will continue to require proof of COVID vaccination and the wearing of masks in all of its facilities to ...",https://www.rialtocinemas.com/cerrito/
Summit K2 (El Cerrito/Richmond),"In the LCAP report, schools are required to describe how state funding lines up with eight “priority areas” defined by the State Board of Education.",https://summitps.org/our-schools/summit-k2-el-cerrito-richmond/
Job Opportunities | Sorted by Job Title ascending | .,"Jobs 1 - 10 of 12 — El Cerrito, CA; Full-time - $53,040.00 - $80,412.00 Annually; Category: Planning and Development / Community Development / Customer Service ...",https://www.governmentjobs.com/careers/elcerrito
Hassler Heating & Air Conditioning | HVAC Services | El ...,"Keep comfortable in your own home, while spending less on your energy bill with home performance & energy efficiency upgrades from Hassler.",https://www.hasslerheating.com/
"Back Rent For El Cerrito, Contra Costa Residents, Landlords","EL CERRITO, CA — Have you fallen behind on rent for your home, ... ""This funding for COVID-19 relief cannot come any sooner to help provide ...",https://patch.com/california/elcerrito/back-rent-el-cerrito-contra-costa-residents-landlords
Business Resources for Employers - Cerritos Chamber of ...,The County of Los Angeles has provided these helpful resources. ... Tax Board is offering tax relief for California taxpayers affected by the COVID-19.,https://www.cerritos.org/business-resources-for-employers/
Maps & Schedules | Alameda-Contra Costa Transit District,7Arlington - 1000 Oaks - Shattuck#82DCB9 Map & Schedule. El Cerrito del Norte BART to Downtown Berkeley via Arlington Ave. and Shattuck Ave. Map & Schedule ...,https://www.actransit.org/maps-schedules
COVID-19 Business Support - City of Long Beach,"BUSINESS, PROPERTY OWNER, AND WORKER RESOURCES. BizCare Hotline. Thank you for visiting the Economic Development Department COVID-19 Business and Worker ...",https://www.longbeach.gov/economicdevelopment/covid-19-business-support/
Business Resources - Economic Development - City of Long ...,Business Financial Assistance. There are several loan and grant options for businesses affected by COVID-19. Please review the following programs you may ...,https://www.longbeach.gov/economicdevelopment/covid-19-business-support/business-resources/
Other Information Contact Us - City of El Cerrito,"If you are an employer or an employee of a small business, there are numerous programs to help you, including forgivable loans to businesses to pay payroll and ...",http://el-cerrito.org/DocumentCenter/View/14053/BUS-RESOURCES_COVID19-Pamphlet_V2?bidId=
"ARICON LLC, El Cerrito, CA - PPP Loan Details - SBA.com","ARICON LLC, located in El Cerrito, CA has a $ - $ PPP loan from Customers Bank and retained 1 jobs. This information is provided by the U.S. Treasury.",https://www.sba.com/ppp-funded-companies/california/aricon-llc-5896776
Pharmacy Near Me in El Cerrito - Covid-19 Vaccination ...,"Looking for a pharmacy near you in El Cerrito, CA? Our on-site pharmacy can administer Covid vaccinations, Pfizer, Moderna, and J&J Covid booster ...",https://local.pharmacy.safeway.com/ca/el-cerrito/11450-san-pablo-ave.html
Locate a Mechanics Bank branch or ATM close to you,Mechanics Bank has locations across the state of California. ... Important Information: Covid-19 Impacts & Branch Closures | PPP Information.,https://www.mechanicsbank.com/locations
"Dodge Chrysler Jeep Ram Dealer Cerritos, Anaheim, Los ...","Cerritos Dodge Inc is your source for new Chrysler, Dodge, Jeep, Ram, Wagoneers and used cars in Cerritos, CA. Browse our full inventory online and then ...",https://www.cerritosdodge.com/
El Cerrito faces $4 million in cuts next fiscal year - East Bay ...,"EL CERRITO, CA – APRIL 14: A person walks past the Cerrito theater as it remains closed due to COVID-19 in El Cerrito, Calif., on Tuesday, ...",https://www.eastbaytimes.com/2020/04/22/el-cerrito-faces-4-million-in-cuts-by-next-fiscal-year-city-official-says
STEGE SANITARY DISTRICT BOARD OF DIRECTORS MEETING ...,"7500 Schmidt Lane, El Cerrito, during regular business hours. ... +PSL Loan Program ... Kokotaylo reported on new Cal/OSHA's revised COVID-19 Prevention.",https://www.stegesan.org/files/dd368379e/Ag-2021-07-08.pdf
Advance America - Check Cashing/Pay-day Loans - Yelp,"COVID update: Advance America has updated their hours and services. 4 reviews of Advance America ""This company is located in Richmond California and this ...",https://www.yelp.com/biz/advance-america-el-cerrito
Advance America - El Cerrito - MapQuest,"We offer personal loans including payday loans and cash advances (alternatives to installment loans) at our El Cerrito, CA store or online. We are here for you ...",https://www.mapquest.com/us/california/advance-america-11836630
"Rung Jing Jing Thai in El Cerrito, CA - SBA PPP Loan Data ...","Rung Jing Jing Thai is a self-employed individual located in El Cerrito, California that received a Coronavirus-related PPP loan from the SBA of $8,468.00 ...",https://www.federalpay.org/paycheck-protection-program/rung-jing-jing-thai-el-cerrito-ca
"El Cerrito Safeway Branch - El Cerrito, CA, 94530-1917","Visit the El Cerrito Safeway Branch location in El Cerrito for your banking needs ... business banking, financial planning, mortgages, auto loans and more.",https://locations.usbank.com/index/california/el-cerrito/el-cerrito-safeway-branch.html
"Coronavirus Updates and Information for El Cerrito, CA",LegalConsumer Coronavirus Updates for California. Here's a rundown of the information we offer on COVID-19 in the areas we cover: ...,https://www.legalconsumer.com/coronavirus/?CITY=El%20Cerrito&ST=CA
"El Cerrito, CA Nonprofits and Charities - GreatNonprofits","Find and review El Cerrito charities, nonprofits and volunteering and donation opportunities. Want to donate or volunteer? Find the best non-profit or ...",https://greatnonprofits.org/city/el-cerrito/CA
Bay Area Community Resources,"For more than four decades, Bay Area Community Resources (BACR) has been delivering a wide range of services to schools and other community settings ...",https://www.bacr.org/
Support & Donate / SAF - Student Activities Fund - West ...,"Choose “El Cerrito High School Student Activity Fund,” El Cerrito, CA as your charity. Shop as you normally would, and we collect .5% on eligible purchases.",https://www.wccusd.net/domain/2679
california arts grants - Cebu Lechón,"$30,000 El Cerrito, CA Grants for Arts Projects - Folk & Traditional Arts Center ... 2021 Alliance for California Traditional Arts. Grants to USA nonprofit ...",https://cebu-lechon.com/11aper9q/california-arts-grants
"Contracts Grants Analyst Jobs, Employment in San Francisco Bay ...","109 Contracts Grants Analyst jobs available in San Francisco Bay Area, CA on ... Grants & Contracts Analyst (Non Profit - CDFI) ... El Cerrito, CA 94530.","https://www.indeed.com/q-Contracts-Grants-Analyst-l-San-Francisco-Bay-Area,-CA-jobs.html"
Paw Fund: HOME,"Every 4 weeks on a Sunday, in Berkeley, CA, we hold an outdoor vaccine clinic for cats and dogs, and can only see a limited number of pets.",http://pawfund.org/
California Earthquake Authority | CEA,California Earthquake Authority (CEA) offers residential earthquake insurance to protect your home and future.,https://www.earthquakeauthority.com/
Non-Profit Relief Grant and Telehealth License Grant - City of ...,"Must have experienced financial hardship due to COVID-19; Must be located in Long Beach, California. In order to qualify for the Telehealth Grant, applicants ...",https://www.longbeach.gov/economicdevelopment/small-business-grants/non-profit-grants/
"Korematsu – Page 7 – 7125 Donal Ave., El Cerrito, CA 94530 (510 ...",Census results affect planning and funding for education—including programs ... Announcing the Ed100 Online Summer Academy for California Student Leaders.,https://korematsumiddleschool.org/?paged=7&pages-list
Vision y Compromiso,"We support a Network of more than 4,000 promotores and community health workers connected across 13 regions of California and Mexico and currently expanding ...",https://visionycompromiso.org/
"Coronavirus (COVID-19) Update | Dublin, CA - Official Website","Number of COVID-19 vaccines administered to Dublin residents: 62,709 (first ... In alignment with the State of California, Alameda County and several other ...",https://www.dublin.ca.gov/coronavirus
Kevin Dublin - YBCA,"YBCA Sr. Manager of Artist Investments, Stephanie Imah, ... one of California's oldest libraries, poet Kevin Dublin writes about ...",https://ybca.org/sf-gipa-artist-impact-kevin-dublin/
Dublin Center | Sutter Health,"Dublin Center is located at 4050 Dublin Blvd., Dublin CA 94568-3112 and is part ... such as electronic health records and state-of-the-art digital imaging ...",https://www.sutterhealth.org/find-location/facility/dublin-center
Fitness 19 Dublin,"Fitness 19 Dublin is a gym built for you! ... DUBLIN, CA ... this state-of-the-art gym is perfect for all Tri-Valley locals and commuters.",https://www.fit19.com/locations/dublin
Webster Orthopedics: Sports Medicine Dublin | Joint ...,Webster Orthopedics is a full-service orthopedic practice that provides high-quality care by physicians. They offer sports medicine and joint replacement in ...,https://www.websterorthopedics.com/
Dublin Family Dentistry,"At Dublin Family Dentistry, our goal as a team is to provide excellent dental ... Together, we can help our patients build a lifetime of healthy smiles.",https://www.dublinfamilydentistry.com/
"Comfort, Support and Guidance - Hope Hospice and Health ...","Hope hospice care and home health team meets your changing healthcare needs. We offer the right services at the right time, wherever you call home.",https://hopehospice.com/
Dublin High School,»Discipline Policy; »DHS Stores; »DHS Student Help; »Dublin Shield Newspaper; »Fundraising; »Health Information; »Important Information / Resources ...,https://dhs.dublinusd.org/
Valley Christian Schools,"... to having in-person instruction for the 2021-22 school year. Click for ACOE COVID-19 School Guidance ... 7500 Inspiration Drive, Dublin, CA 94568 ...",https://valleychristianschools.org/
Hawaii COVID-19 Testing – CityHealth,All incoming travelers are required to create a profile and fill out an online health questionnaire on Safe Travels. This information is being collected to help ...,https://norcalcovid19testing.com/hawaii-covid19-testing
"Dublin INFINITI - Serving San Ramon, Pleasanton, and ...","Dublin INFINITI is a new and used car dealer specializing in sales, parts, and auto repair and service. Visit us if you are looking for financing options to ...",https://www.dublininfiniti.com/
"VISION Y COMPROMISO, EL CERRITO, CA - PPP Loan Details","VISION Y COMPROMISO, located in EL CERRITO, CA has a $ - $ PPP loan from Mechanics Bank and retained 25 jobs. ... Business Type, Non-Profit Organization.",https://www.sba.com/ppp-funded-companies/california/vision-y-compromiso-6223373
Kia of Cerritos: New and Used Kia Dealer With Service Center ...,"Kia of Cerritos is the Kia Giant that provides giant deals, giant inventory, and giant customer service! We will find the perfect Kia for you and your ...",https://www.kiacerritos.com/
Elementary School – Golestan Education,The school takes a global view and gives children a deep understanding and respect for the world they live in. The elementary school focuses ...,https://golestankids.com/elementary/
Golestan Education – Reinventing Education,"SIGN UP FOR ... Learn about our COVID response here ... Conveniently located in the Albany, Berkeley, El Cerrito Corridor in the East Bay, ...",https://golestankids.com/
El Cerrito High School / Homepage,All students who want to get tested must bring their medical ID card and the COVID testing that is signed by a parent. If a student is not on campus when their ...,https://www.wccusd.net/ecgauchos
Music Home Project - Whippoorwill Arts,"California Bluegrass Association - Support for Musician Camp Fire survivors ... Arhoolie Foundation | El Cerrito, CA - Website Development and Archiving",https://www.whippoorwillarts.com/music-home-project
MCE Community Choice Energy,"MCE is your local default not-for-profit renewable electricity provider in 36 communities across Contra Costa, Marin, Napa, and Solano Counties.",https://www.mcecleanenergy.org/
"Nonprofits and Coronavirus, COVID-19","Resources for funding · Interim Final Rule (Mar. 31, 2021) · SBA Application for First Draw Loan · SBA Application for Second Draw Loan · H.R. · Paycheck Protection ...",https://www.councilofnonprofits.org/nonprofits-and-coronavirus-covid-19
American Psychological Association (APA),The American Psychological Association (APA) is a scientific and professional organization that represents psychologists in the United States.,https://www.apa.org/
"Tri-Valley Resources | Livermore, CA",Victim Witness for Alameda County - (Assistance for victims of crime) ... Alameda County Housing Authority (Section 8 - Dublin/Pleasanton ...,https://www.cityoflivermore.net/government/horizons/resources/tri-valley-resources
Welcome to Ohio University,"Ohio University offers more than 250 programs, including undergraduate and graduate-level study with outstanding professors. At OHIO, you'll gain knowledge, ...",https://www.ohio.edu/
"Dr. Ilana Sherer MD, FAAP, Pediatrician in Dublin, CA - Sutter ...","Adolescent health, Child development, Chronic disease management, LGBTQI+ health care, Newborn care, Special needs children, Transgender health care, ...",https://www.sutterhealth.org/find-doctor/dr-ilana-sherer
Full Time Teller Livermore/Pleasanton/Dublin Description at ...,"Location: Dublin, California, Livermore, California, Pleasanton, California, ... Wells Fargo is seeking a Teller in Consumer and Small Business Banking, ...",https://www.wellsfargojobs.com/job/dublin/full-time-teller-livermore-pleasanton-dublin/1251/24700582960
CityHealth Urgent Care Opens New COVID-19 Testing ...,"Livermore, CA & Dublin, CA COVID-19 Testing ... tests in these communities will help to ensure COVID testing is readily accessible to even ...",https://www.prnewswire.com/news-releases/cityhealth-urgent-care-opens-new-covid-19-testing-locations-in-dublin--livermore-301212983.html
"one-on-one support programs in Dublin, CA | findhelp.org","The Lesbian, Gay, Bisexual and Transgender (LGBT) National Online Peer-Support Chat provides vital peer-support, community connections and resource ...",https://www.findhelp.org/care/one-on-one-support--livermore-ca?postal=94568
The Best Volunteer Organizations in Dublin | VolunteerMatch,"Want to find the best nonprofit organizations in Dublin? ... Fremont, CA ... private organization registered in California, United States of America, ...",https://www.volunteermatch.org/search/orgs.jsp?r=20.0&aff=&categories=41&l=Dublin%2C+CA%2C+USA&k=Community
"Account Executive Jobs in Dublin, CA (Hiring Now!) - Zippia","4052 Account Executive Jobs in Dublin, CA hiring now with salary from $36000 to ... business sales and have the drive to make connections and help customers ...",https://www.zippia.com/account-executive-dublin-ca-jobs/
Rancho Los Cerritos Historic Site – Opening Doors. Unlocking ...,Funding has been provided by California Humanities and the National Endowment for the Humanities (NEH) as part of the American Rescue Plan Act of 2021. Connect ...,https://www.rancholoscerritos.org/
Financial Aid - Cerritos College,"All students, visitors, and vendors are required to check in at a prescreen kiosk station prior to coming to our office. Please note that a valid COVID ...",https://www.cerritos.edu/financial-aid/default.htm
Cerritos High School,The ABC Unified School District is known throughout the State of California as a leader in educational planning and innovation. The District has received ...,https://www.cerritoshs.us/
Prospect Sierra - An independent Bay Area K-8 school,"Visit us. ELEMENTARY SCHOOL 2060 Tapscott Avenue El Cerrito, CA 94530 510.809.9036. Fax: 510.232.7615. To navigate, press the arrow keys.",https://www.prospectsierra.org/
East Bay Sanitary Company,Due to the Corona Virus threat East Bay Sanitary is enacting the ... East Bay Sanitary Company has been servicing the city of El Cerrito for over 80 years.,https://www.ebsan.com/
News & Updates | JA Community Foundation,"Announcing our Covid-19 Spring 2021 Emergency Grantees ... THREE ORGANIZATIONS WERE AWARDED MINI GRANTS Sakura Kai in El Cerrito, CA received a grant to ...",https://jagives.org/updates/
El Cerrito Business News - Patch,"El Cerrito, CA local business news, updates, events and opinions.",https://patch.com/california/elcerrito/business
"Hardware Store & More in El Cerrito, CA 94530 - The Home ...","You can even use the barcode lookup to find detailed information on every item we carry. At Home Depot, we're committed to our community. Through grants, The ...",https://www.homedepot.com/l/El-Cerrito/CA/El-Cerrito/94530/643
Grants Available to Micro-Businesses - City of El Cerrito,Reminder: The CoCoCounty Micro-Enterprise Relief Fund offers grants to County micro-businesses impacted by the COVID-19 pandemic to help ...,https://nextdoor.com/city/post/168317260/
Grant Applications Open ​Wednesday​ For Small ... - Patch,Grant Applications Open ​Wednesday​ For Small Businesses In CA - Mill ... through the state's Small Business COVID-19 Relief Grant Program.,https://patch.com/california/millvalley/grant-applications-open-wednesday-small-businesses-ca
El Cerrito Chamber of Commerce,"The Chamber of Commerce supports El Cerrito businesses and community. ... Mailing: P.O.Box 1014, El Cerrito CA 94530 Location:10895 San Pablo Avenue, ...",https://www.elcerritochamber.org/
"How to get from Santa Rosa to El Cerrito by train, bus or car","What is the national COVID-19 helpline number in El Cerrito? ... Berkeley, and Cal ) is a public research university located in Berkeley, California.",https://www.rome2rio.com/s/Santa-Rosa/El-Cerrito-CA-USA
"How to get from Sebastopol to El Cerrito by train, bus or car","What companies run services between Sebastopol, Sonoma County, CA, USA and El Cerrito, CA, USA? You can take a bus from Sebastopol to El Cerrito via Santa ...",https://www.rome2rio.com/s/Sebastopol-Sonoma-County-CA-USA/El-Cerrito-CA-USA
Return of Private Foundation - The James Irvine Foundation,"foundation agreed to make a grant to or to employ the official for a period after ... 453 S SPRING STREET, SUITE 401 , LOS ANGELES, CA 90013. Grant Date.",https://www.irvine.org/2020-the-james-irvine-foundation-990-pf-pdc-signed/
"Solongo Ganbat in El Cerrito, CA - SBA PPP Loan Data ...","Solongo Ganbat is a sole proprietorship located in El Cerrito, California that received a Coronavirus-related PPP loan from the SBA of $3,198.00 in April, ...",https://www.federalpay.org/paycheck-protection-program/solongo-ganbat-el-cerrito-ca
"Grants Analyst Jobs, Employment in San Rafael, CA | Indeed.com","201 Grants Analyst jobs available in San Rafael, CA on Indeed.com. Apply to Program Analyst, ... Judicial Council of California3.2 ... El Cerrito, CA 94530.","https://www.indeed.com/q-Grants-Analyst-l-San-Rafael,-CA-jobs.html"
"PETTOOTH, EL CERRITO, CA - PPP Loan Details - SBA.com","PETTOOTH, located in EL CERRITO, CA has a $ - $ PPP loan from Mechanics Bank and retained 1 jobs. This information is provided by the U.S. Treasury.",https://www.sba.com/ppp-funded-companies/california/pettooth-5719302
"Cosmetic Surgeon Oakland, CA | Cosmetic Surgeon El Cerrito","The Cosmetic Surgical Center of El Cerrito features premiere cosmetic surgery services by Dr. Patino. Call today for your consultation, 510-957-9668.",https://www.thecosmeticsurgicalcenter.com/
"Find a El Cerrito, CA Mortgage Loan Officer","Looking for El Cerrito, CA mortgage loan officers? Find local Bank of America lending specialists in your area with our mortgage loan officer locator.",https://mortgage.bankofamerica.com/locator/california-mortgage-lender-rates/el-cerrito
"Cerritos Acura: Acura Dealer in Cerritos, CA | Used Cars ...","Our finance department is here to simplify the process of getting a car loan or Acura lease in Cerritos, California. We work with multiple financial ...",https://www.cerritosacura.com/
Cerritos Library Index,"The Enki California Digital Library is now available to every person in California. E-books for children, young adults and adults can be accessed for free at ...",http://menu.ci.cerritos.ca.us/
Dentist in El Cerrito CA on San Pablo Ave. (Now Open),"Dentist in El Cerrito CA on San Pablo Ave. ... El Cerrito, California 94530 ... are taking to keep you and our team members safe, visit: COVID-19 Updates.",https://www.westerndental.com/en-us/find-a-location/california/el-cerrito/11299-san-pablo-ave
El Cerrito is on edge of bankruptcy -- and faces big cuts,"EL CERRITO — Back in October, California State Auditor Elaine Howle ... And that was before the coronavirus pandemic began taking its toll ...",https://www.eastbaytimes.com/2020/04/12/coronavirus-el-cerrito-is-on-the-edge-of-bankruptcy-and-faces-big-cuts
California State Auditor Found El Cerrito at High-Risk of ...,"The economic downturn caused by the coronavirus pandemic is likely to put ... Since the loan was made, El Cerrito appeared on the state ...",https://reason.org/commentary/california-state-auditor-found-el-cerrito-at-high-risk-of-financial-distress-before-covid-19/
"GRANT AMP INGRAHAM, INC., EL CERRITO, CA - PPP Loan Details",Any disputes on the accuracy should be directed to the U.S. Treasury or U.S. Small business Administration. SBA.com® is an independently owned and operated ...,https://www.sba.com/ppp-funded-companies/california/grant-amp-ingraham-inc-6201953
"El Cerrito, CA - coronavirus (covid-19) - The Weather Channel","LocationConfirmed CasesCases per 1,000 peopleDeathsWorldwide449,298,29158.26,010,207United States of America78,647,682237.6954,913India42,980,06731.14515,459View 219 more rows",https://weather.com/coronavirus/l/El+Cerrito+CA?canonicalCityId=802ef564fa5cae9f7fc1bf612350a62179d61c251b1afda7f585d24c9de688c9
"City of El Cerrito, CA, profile picture - Facebook",The Small Business Administration also has funding available through the Economic Injury Disaster Loan. Please join a Zoom webinar on April 14 ...,https://m.facebook.com/cityofelcerrito/posts/el-cerrito-businesses-on-march-27-2020-the-federal-government-passed-the-coronav/10158028563332492/
